gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20713.Quantity.log2,D14.20714-40ul.Quantity.log2,D14.20715.Quantity.log2,D14.20716.Quantity.log2,D14.20717.Quantity.log2,D21.20718.Quantity.log2,D21.20719b.Quantity.log2,D21.20720.Quantity.log2,D21.20721-40ul.Quantity.log2,D21.20722.Quantity.log2,M03.20723.Quantity.log2,M03.20724.Quantity.log2,M03.20725.Quantity.log2,M03.20726-40ul.Quantity.log2,M03.20727.Quantity.log2,M06.20728b.Quantity.log2,M06.20729.Quantity.log2,M06.20730.Quantity.log2,M06.20731.Quantity.log2,M06.20732.Quantity.log2,M12.20733.Quantity.log2,M12.20734.Quantity.log2,M12.20735.Quantity.log2,M12.20736.Quantity.log2,M12.20737.Quantity.log2,M18.20740-40ul.Quantity.log2,M18.20741.Quantity.log2,M18.20742.Quantity.log2,M18.20743.Quantity.log2,M18.20744.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Sgsh,Q9EQ08,Q9EQ08,Heparan N-sulfatase,56722.31,8,29,96.7,4,5.345668474401942,5.937728069954084,5.446998885091131,5.644168003187892,5.163953908938292,4.9680552743391235,5.012341848277503,6.003230685727464,5.71546089999028,5.012410906278224,4.984898031736234,5.707588836533334,6.0941508348205895,5.815037679618696,6.25122522919358,5.820637769604223,5.197637706143577,5.514753657331853,5.7449784335866925,5.341656854490428,5.435967773903104,5.332744641014055,5.88248306747699,5.898494831703241,5.421050877619118,5.686066598126058,4.39569493985468,4.705570694732697,5.05049851560849,5.9750167576190885,5.692988636876502,,2.8385642854814934,5.044561381030722,5.925437360298721,6.063658070545559,0.6808045599614092,0.795400541439631,0.10133041068918924,FALSE,0.43440280081604293,0.2854286339351866,0.427242545117495,-0.844596899688864,FALSE,-1.2255770838769262,"catalytic activity;sulfuric ester hydrolase activity;N-sulfoglucosamine sulfohydrolase activity;hydrolase activity;hydrolase activity, acting on ester bonds;hydrolase activity, acting on acid sulfur-nitrogen bonds",carbohydrate metabolic process;polysaccharide metabolic process;sulfur compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;amine metabolic process;cellular process;multicellular organismal process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,lysosome;vacuole;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Glycosaminoglycan degradation;Lysosome
Aldh6a1,Q9EQ20,Q9EQ20,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",57915.63,54,30,100,33.5,10.03718243005717,10.366015419315852,11.121797461335394,10.99757606236302,10.703879047166186,11.12636441866637,9.420867567154316,9.893583909225503,10.043937594756455,10.469899128851608,10.35762395029797,10.341395439007307,10.31324371463336,10.553911534806122,10.01730032648202,10.604226081650456,10.80841257154596,11.274463326372365,11.261728954344074,10.884193441210824,11.380189013203742,11.146636570192994,10.993421651005072,10.879263430136485,11.078584094396662,10.889974566083897,10.642452569038287,10.537466663793689,10.64844722536885,10.708926209479095,10.982102568151005,11.13171129345334,10.59184234549107,11.709005854838528,11.383004295410268,10.81625830413864,0.00187445985835187,0.0252401566131707,1.084615031278224,TRUE,4.964143686075524,0.9847148377353088,0.991945009205701,0.00456695733097589,FALSE,0.01991701790370418,"catalytic activity;methylmalonate-semialdehyde dehydrogenase (acylating) activity;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;hydrolase activity;hydrolase activity, acting on ester bonds;thiolester hydrolase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors;malonate-semialdehyde dehydrogenase (acetylating) activity",organic acid metabolic process;nucleobase-containing compound metabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;amine metabolic process;cellular process;cell differentiation;developmental process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;cellular ketone metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;nucleobase-containing small molecule metabolic process,nucleoplasm;mitochondrion;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,"Valine, leucine and isoleucine degradation;Inositol phosphate metabolism;Propanoate metabolism"
Nif3l1,Q9EQ80,Q9EQ80,NIF3-like protein 1,41745.94,20,28,93.3,7.5,7.009699959316642,7.59602071964579,7.581980681931475,7.255104439431014,7.16623359096247,7.076859604996222,7.030786334043504,6.984288326070941,7.162000022066638,6.94078386477251,6.930641249629616,7.42278391762703,7.289532351823942,7.494472191732681,7.821720661422537,7.951594475622758,7.760264018910167,7.198003274366412,7.47126241248025,7.951692468160055,7.528681235740493,7.567532675844554,7.170346870525494,7.052933988653571,6.685098872499373,7.799609789632081,7.510463578357704,7.463990017391945,7.08528766532435,7.112668893204084,6.658757800534265,7.509094198194223,6.604617020971332,7.116867595823108,,,0.0088566966618862809,0.0558898328649581,0.572280722614833,FALSE,4.228715986230296,0.10361390764864135,0.219404087077488,-2.0211774563900065,FALSE,-2.08008918261334,binding;protein binding;identical protein binding,cellular process;cell differentiation;developmental process;biological regulation,nucleus;cytoplasm;mitochondrion;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Prcc,Q9EQC8,Q9EQC8,Papillary Renal Cell carcinoma (Translocation-associated),52301.68,8,27,90,3,5.176097575947731,5.802022533246507,5.12184459349889,5.014704041348496,3.722543224122327,3.645840519247388,6.488614048932645,4.936607209236423,5.15572741634391,4.539234673804478,4.760304531421198,5.486999708981532,6.461616581929638,5.523768200855069,5.618627353484573,5.919100820981726,5.062828783985037,4.87075564638665,5.119225165038623,5.434455924531827,5.121957447552313,5.032943996293228,5.1911556275205175,4.556605449454651,4.824449251237105,5.468365882236979,4.515350342244551,3.910161709247496,3.174475891447166,3.760929843415099,3.2517983342573245,,2.5460298951756624,4.7456511433191135,,,0.8851338852747044,0.930919348391667,-0.05425298244884047,FALSE,-0.15274322557225964,0.00854905502995094,0.0613278854542115,-1.9766084153307948,FALSE,-4.542185316641841,,regulation of cell cycle;biological regulation,nucleus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Dpysl5,Q9EQF6,Q9EQF6,Dihydropyrimidinase-related protein 5,61516.41,29,26,86.7,8,5.755702515247493,7.138574820857501,5.817504012973244,5.46463666305609,5.227918977017476,4.961019774075569,6.137648794871324,5.6071257404352854,5.683517677637024,5.949790651337306,5.4004297119565265,6.964026426517816,7.474259115096353,6.80067283410425,7.1019239105978516,7.351991817971238,5.886597214219605,5.488380649805641,5.552291149686384,6.278436554755904,5.88181449639869,5.33008708922243,5.61229990682131,5.635827258057825,5.550694186167699,5.194274875011182,5.149470680567445,5.431108732081496,5.279256616985415,5.051839878435549,,,4.942648371542411,4.979391176608727,,,0.7558193241771907,0.849747761277374,0.06180149772575127,FALSE,0.32192511232626186,0.01694244211644094,0.0815471389780344,-1.5140275390597546,FALSE,-3.530615817869422,"catalytic activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",response to external stimulus;locomotion;response to chemical stimulus;response to stimulus;biological regulation,cytoplasm;cytosol;macromolecular complex;cell projection;neuron projection;neuronal cell body;cell body;cell part,Axon guidance
Enpp5,Q9EQG7,Q9EQG7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,54386.86,5,29,96.7,3,4.203583076820752,4.753719565024127,5.004673200818912,5.070744058073233,4.956800659631366,5.394071520778054,3.693520137306885,5.151293920694559,4.0041993740911375,4.201128113629654,3.967773838381526,3.6696672078725694,4.475587736913227,4.652749038957979,5.848489896574425,5.122103944802438,4.597903423667655,4.503074284204098,4.73173417706504,6.270282635071385,4.920371484086384,4.833434269771439,4.098039795796894,5.95031026509866,5.22680052385893,5.245135435840239,4.557174089809579,4.973149227455686,4.983350362623872,5.206490215096124,5.06383940317157,7.489266851103868,3.974961198233273,4.270934172828374,,5.8411238609467,0.08847159792804356,0.214147427363062,0.8010901239981605,FALSE,1.9561725304330233,0.9345999079830896,0.961795025493532,0.06659860054559097,FALSE,0.08580186446531449,"NAD+ diphosphatase activity;catalytic activity;nucleotide diphosphatase activity;binding;zinc ion binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ion binding;cation binding;metal ion binding;transition metal ion binding",nucleobase-containing compound metabolic process;nitrogen compound metabolic process;cell communication;metabolic process;catabolic process;nucleotide metabolic process;cellular process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;nucleobase-containing small molecule metabolic process,extracellular region;plasma membrane;membrane;cell part,
Cert1,Q9EQG9,Q9EQG9,Ceramide transfer protein,71111.2,14,30,100,5,5.622305894936044,5.417706147489069,5.675159120388206,5.746916429934052,5.825734137541902,5.773176284659673,5.699963379864295,5.531070854304223,5.896743238489138,5.460942898264878,5.522809103757687,5.330340439492987,5.602302420957412,5.2964391744693495,5.821691470506758,5.037757232018842,5.342424403866828,5.666763070334838,5.384031298443881,6.212481096993136,5.770095732302344,5.692899803919576,5.67091822982026,5.439198193822391,6.112466233290443,5.819099688817586,6.0454928888618715,5.725958232975048,5.765222351582656,5.426255539602259,6.165741674687677,6.084128597845321,5.577797022015923,5.429871015469495,6.14989686744265,5.624187920524979,0.7741101067289802,0.858219419113851,0.05285322545216164,FALSE,0.30045906964183616,0.6581984857997947,0.760199224775665,0.09801716427146712,FALSE,0.45948504665952666,"catalytic activity;binding;protein binding;phospholipid binding;lipid binding;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphatidylinositol binding;identical protein binding;sphingolipid binding;phosphatidylinositol-4-phosphate binding;ceramide binding",cell morphogenesis;lipid metabolic process;transport;lipid transport;muscle contraction;response to stress;organelle organization;mitochondrion organization;endoplasmic reticulum organization;signal transduction;metabolic process;cell proliferation;anatomical structure morphogenesis;embryo development;cellular process;cellular component organization;multicellular organismal process;developmental process;cellular component morphogenesis;homeostatic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;response to stimulus;establishment of localization;biological regulation,nucleoplasm;mitochondrion;endoplasmic reticulum;Golgi apparatus;cytosol;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Erap1,Q9EQH2,Q9EQH2,Endoplasmic reticulum aminopeptidase 1,106599.2,38,30,100,15.5,7.804123694858108,8.456837458746264,8.638803978902867,8.478764285586431,8.463504505043101,8.842269529167897,8.17665969144653,7.673036095050469,7.508133273980863,7.853226352818052,7.809563060994625,8.152218451244195,8.287608963913316,8.324231922636633,8.879125701753386,8.641002254183787,8.619604203453862,8.829509548540766,8.66558693918355,8.409650157472639,8.669669045863513,8.539066847389243,8.238577486124676,8.56528875475536,8.456061578623418,8.594826761039458,8.342373400347572,8.42528199115366,8.515414954259962,8.65143047559148,8.383021703862825,8.726809577192125,8.37428214427749,8.74903363330234,9.31501933986372,9.04620295120381,4.5454403471078023e-4,0.0145018889372088,0.8346802840447598,TRUE,6.430740507655099,0.2882959016469022,0.430023636314624,0.20346555026502955,FALSE,1.1776211802300705,"catalytic activity;endopeptidase activity;aminopeptidase activity;receptor binding;cytokine receptor binding;interleukin-6 receptor binding;tumor necrosis factor receptor binding;binding;protein binding;peptidase activity;metalloexopeptidase activity;metallopeptidase activity;exopeptidase activity;zinc ion binding;hydrolase activity;tumor necrosis factor receptor superfamily binding;peptide binding;ion binding;cation binding;metal ion binding;transition metal ion binding;metalloaminopeptidase activity;peptidase activity, acting on L-amino acid peptides;growth factor receptor binding",immune system process;proteolysis;peptide metabolic process;metabolic process;catabolic process;cellular process;protein metabolic process;protein catabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;biological regulation,extracellular region;cytoplasm;membrane;cell part,
Vps35,Q9EQH3,Q9EQH3,Vacuolar protein sorting-associated protein 35,91712.96,39,30,100,16.5,8.693021032952242,8.5627196413615,8.968994784292631,8.825364819480967,9.065869133125528,9.090149297994326,8.789540112280859,8.550522638346546,8.622095511118177,8.960616507202147,8.542330395813483,8.93979108698642,8.258265393179107,8.450837835642542,8.673549656807397,8.491154234192031,9.117291630686106,8.956592046748009,8.870603840906632,9.098281765098356,8.802204638024056,8.853779740700299,8.711168696141979,8.69632436835784,8.997233329686349,8.868317962518358,9.083392649276249,9.0953614461548,9.134753121237488,8.980255178042725,9.035583270916367,9.366010118491849,9.247844669737663,9.016349920291889,9.030868150559751,8.789673630890483,0.02769468059377961,0.107376506092259,0.2759737513403895,FALSE,2.7236976789797,0.33882146835806537,0.47682882867791,0.12115451370169694,FALSE,1.0302651485360983,G-protein-coupled receptor binding;receptor binding;binding;protein binding;D1 dopamine receptor binding;dopamine receptor binding,transport;organelle organization;mitochondrion organization;vacuole organization;metabolic process;cellular process;protein transport;cellular component organization;vesicle-mediated transport;endosome transport;protein metabolic process;regulation of protein stability;multicellular organismal process;regulation of organelle organization;macromolecule metabolic process;cellular metabolic process;primary metabolic process;organelle fission;multicellular organismal movement;regulation of transport;localization;establishment of localization;protein maturation;cellular localization;biological regulation,cytoplasm;mitochondrion;lysosome;endosome;vacuole;cytosol;membrane;retromer complex;macromolecular complex;cell projection;neuron projection;neuronal cell body;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell body;cell part;synapse,
Taf8,Q9EQH4,Q9EQH4,Transcription initiation factor TFIID subunit 8,33987.99,6,24,80,2,3.9379900550072575,4.2824688149038135,3.2666721560886653,3.8505691584467776,2.9590229577557463,2.6939360375028096,4.654212187367206,4.628803056349213,3.9058054586371833,3.1568550690926096,3.3442745035900767,3.955130173451611,4.77517802763203,4.1439584550100355,4.215219403540372,4.322858014885018,3.140968281296632,3.19549446553225,3.5625596673003757,,3.167666210225403,3.3208406171901403,4.135486665592746,3.2047463483688974,,4.741203002635327,3.027448104778786,3.545797945436062,2.9746684042964113,,2.2881773765117264,,2.953896519028154,2.433975555977465,,,0.0796800867163711,0.202669406509727,-0.7268577805393113,FALSE,-2.2252868817911415,0.7672906074528334,0.843915920192473,0.08729862389709009,FALSE,0.3123947562896453,binding;protein binding;protein heterodimerization activity;protein dimerization activity,"nucleobase-containing compound metabolic process;transcription initiation, DNA-dependent;transcription from RNA polymerase II promoter;nitrogen compound metabolic process;metabolic process;cell proliferation;biosynthetic process;cellular process;cellular component organization;RNA metabolic process;cellular component assembly;cell differentiation;developmental process;cellular macromolecular complex assembly;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;macromolecular complex assembly;biological regulation",nucleus;nucleoplasm;transcription factor complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,Basal transcription factors
Mrpl46,Q9EQI8,Q9EQI8,Large ribosomal subunit protein mL46,32131.71,11,30,100,7,6.9922172393148925,7.050415041762707,6.287391842264758,6.189408536591218,6.532926234136596,6.4467901663591975,7.014241017047982,7.2512117909261296,7.223400182441882,6.725664043818215,6.74656916234026,7.040263128636968,7.151092897773477,6.9497619812279146,7.515206308398725,6.595750892776448,6.429102379687455,6.371140380596332,5.849708226880835,6.541577233488073,6.2454309906710925,5.9226322175284976,6.191238778548587,6.526201552280736,6.275581059706471,6.0313890748917975,6.287663208734056,6.423287649090073,6.534743506381322,6.47792288183641,6.941013924641122,6.289439479859873,6.269906120268859,6.056722873886892,6.772357468058077,6.845524889722282,0.00263944583910733,0.0292632091367205,-0.7048253970501346,TRUE,-4.299650886454827,0.4381006587570476,0.572353793973844,0.15939832409443966,FALSE,0.8186571750230853,structural constituent of ribosome;structural molecule activity,translation;organelle organization;mitochondrion organization;metabolic process;biosynthetic process;cellular process;cellular component organization;protein metabolic process;mitochondrial translation;macromolecule metabolic process;cellular metabolic process;primary metabolic process,nucleoplasm;mitochondrion;membrane;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Tsc22d4,Q9EQN3,Q9EQN3,TSC22 domain family protein 4,39978.86,10,29,96.7,5,5.02849530223484,5.106669302282033,4.795680754566488,4.980033701314673,4.655710586420922,4.54217012879884,4.820392752970173,5.305922575111214,5.023985595756023,5.027588997061232,4.964586590275557,5.081436301220267,4.593842897336297,4.956319609422991,5.722111154563031,5.179636548867581,4.872889671803841,4.670124146835674,4.422789049468321,5.706806048367064,4.305794856357544,4.48487045430217,4.545500443877227,5.25598662566408,5.253921908031731,5.359889074698153,4.921233228790621,4.529485006688993,4.222689380240991,4.826826105732997,4.778319210651009,4.791719834008945,3.818262491261779,4.442075335112428,,5.116622854812207,0.4137235749647167,0.574291599777452,-0.23281454766835183,FALSE,-0.8943532397108708,0.3078077957576846,0.447744388043818,-0.385525824053449,FALSE,-1.0891681521472585,,cellular process;cellular homeostasis;homeostatic process;biological regulation,nucleus;cytoplasm;cell projection;neuron projection;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part;synapse,
Ehd4,Q9EQP2,Q9EQP2,EH domain-containing protein 4,61480.59,27,30,100,19.5,7.847881362177555,7.610669564469861,7.964252462108513,8.064256903925672,8.482844705597234,8.916561295430222,7.556659938276524,7.525003975170659,7.741879634309567,7.991377473438906,8.424485789692119,7.826945359564532,7.458010279482199,7.598546206049799,7.779044107912582,7.390801869340186,8.226227838578051,8.451804355540345,7.87138715125549,7.553179867468011,7.718663097700667,8.054054106614897,7.938618806993044,8.383775604810983,8.157372688556066,7.787463312653371,8.466219633344306,8.280159776088288,8.25077693039348,8.378059979042735,9.039007209117363,8.802297048809509,8.79718842411556,8.828729789735306,8.968533210386056,9.186058004104677,0.6327297934003003,0.756903330836658,0.11637109993095862,FALSE,0.4967464823208315,0.00239465493878798,0.0371672554278227,0.9523088333217088,TRUE,5.26383825087376,nucleotide binding;binding;calcium ion binding;ATP binding;GTP binding;purine nucleotide binding;guanyl nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;guanyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding,protein complex assembly;transport;endocytosis;plasma membrane organization;anatomical structure morphogenesis;cellular process;membrane invagination;cellular component organization;cellular membrane organization;vesicle-mediated transport;endosome transport;cellular component assembly;regulation of protein modification process;developmental process;cellular component morphogenesis;response to chemical stimulus;response to stimulus;regulation of transport;localization;establishment of localization;cellular localization;membrane organization;macromolecular complex assembly;biological regulation,cytoplasm;endosome;endoplasmic reticulum;plasma membrane;membrane;cytoplasmic membrane-bounded vesicle;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Endocytosis
Oga,Q9EQQ9,Q9EQQ9,Protein O-GlcNAcase,103162.43,16,30,100,6,8.47453252777301,8.431948724172258,8.277635596049233,8.276662655570156,8.086585627284142,7.975277922061426,8.639584923616622,8.542041273339125,8.287307410065477,8.811784775083824,8.091944256759994,8.665067280691558,8.483187202293255,8.297926457042678,8.397179768404971,8.316382912428832,8.167449539053713,8.063311632249983,8.276279487564517,8.724732621232564,8.156404700145394,8.405949447743783,8.504476786561753,8.02777998115734,8.470613697789213,7.9744933645986915,8.058712999645186,8.30947954574884,7.893119020225068,7.848112187652586,8.323504383149036,8.393508295910948,8.164079063135722,7.588354021965323,7.846775656947557,7.883672572347576,0.2886547437981186,0.4565799454908,-0.1968969317237761,FALSE,-1.1371298712928104,0.13514827337899118,0.257369320608688,-0.30235767398780755,FALSE,-1.667145347447598,"catalytic activity;histone acetyltransferase activity;lysine N-acetyltransferase activity;hydrolase activity, hydrolyzing O-glycosyl compounds;beta-N-acetylhexosaminidase activity;binding;protein binding;N-acetyltransferase activity;hexosaminidase activity;beta-N-acetylglucosaminidase activity;acetyltransferase activity;N-acyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups;hydrolase activity;hydrolase activity, acting on glycosyl bonds;identical protein binding",carbohydrate metabolic process;alcohol metabolic process;nucleobase-containing compound metabolic process;protein targeting;nitrogen compound metabolic process;transport;metabolic process;nucleotide metabolic process;cellular process;protein transport;regulation of protein modification process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;regulation of transport;regulation of DNA metabolic process;establishment of localization;nucleobase-containing small molecule metabolic process;biological regulation,nucleus;cytosol;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Mycbp,Q9EQS3,Q9EQS3,c-Myc-binding protein,11969.68,10,30,100,5,8.334415804435919,7.9419031900359185,7.642549552752603,7.704196620546698,7.606173457478559,7.2275682641377585,8.366042411992057,8.664398671661765,8.521535505101134,8.273586044112603,7.846516389312034,7.632722799428706,7.827977608128119,8.141163857970778,8.192087187355664,7.915564497296329,7.506125708122848,7.457069082669722,7.623024344194315,7.948022188951502,7.678506439824628,7.817483361748336,7.526632718549459,7.9737285421214015,7.564608769128925,7.63852971118537,7.853064979434585,7.638330509159082,7.441428430913157,7.467838354998173,7.630205012887796,7.61155123031336,7.355242334172778,7.4177743702897825,6.565287243773164,7.187986142139703,0.00432597220806554,0.0385054445237972,-0.6918662516833161,TRUE,-4.231574325351179,0.08351274582841747,0.191819098204934,-0.41498128861484407,FALSE,-2.090503633394827,protein binding transcription factor activity;transcription factor binding transcription factor activity;transcription cofactor activity;transcription coactivator activity,biological regulation,nucleus;nucleoplasm;cytoplasm;mitochondrion;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Igdcc4,Q9EQS9,Q9EQS9,Immunoglobulin superfamily DCC subclass member 4,134765.25,15,17,56.7,5,5.9521121308276435,5.055198834282555,4.184580492620764,4.508937815090412,4.752466540851737,,6.018186252960839,6.008449139621904,6.425339751508261,5.427096686841332,5.881488823205881,5.172985642642964,5.498098565046707,4.911179926758443,5.319877981603526,4.373852055361138,4.115238644528905,4.253922340712624,,,,,,,,4.508937815090412,3.7104659417566386,4.8270745885631525,4.8603673257313185,,5.61195830735584,,,,,,0.002232409582682,0.0271187215346445,-2.668564428917944,TRUE,-5.711812285003205,,,,FALSE,,,,plasma membrane;membrane;cell part,
Stx12,Q9ER00,Q9ER00,Syntaxin-12,31195.25,17,30,100,7,7.301992169016411,7.128483491612468,6.775958827897196,6.939380032746579,7.03731453066126,7.389278018965975,7.6878455190117725,6.965725022351026,7.215737385707698,7.090067341202769,7.55058557680879,7.166381939339036,7.451981514166326,7.123953082030095,6.794722440105882,7.105378482420999,7.01854420658105,7.106683696694627,6.592332933526825,6.648389950817368,6.513843351866112,6.503475658240328,7.035374521722681,7.467195562925759,6.9097244694202224,6.781129951423901,6.644018972488801,7.082492285505119,6.836105171699047,7.096291784486196,7.527664439127139,7.166962331173789,7.293783702068597,6.738789211444421,7.853607579292023,7.893247270851039,0.02061399484668569,0.0895443394540059,-0.5260333411192146,FALSE,-2.889088560156256,0.04743310986363453,0.137856547639611,0.6133191910687783,FALSE,2.4649493341119544,SNARE binding;SNAP receptor activity;binding;protein binding,transport;lipid transport;organelle organization;vacuole organization;cellular process;protein transport;cellular component organization;cellular membrane organization;vesicle organization;vesicle-mediated transport;endosome transport;membrane docking;cellular component assembly;regulation of protein stability;organelle fusion;establishment of localization;membrane organization;membrane fusion;biological regulation;organelle assembly,nucleoplasm;endosome;Golgi apparatus;endomembrane system;membrane;cytoplasmic membrane-bounded vesicle;BLOC complex;vesicle;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,Phagosome
Tor3a,Q9ER38,Q9ER38,Torsin-3A,43813.53,9,27,90,4,4.747592968925052,4.473521951620509,5.084256324493815,5.123098521710451,5.5626603122092915,5.956788145715334,,3.80602994912798,4.899067833445184,5.2949045164556985,4.990369576671347,4.929649591257533,3.897041475254658,4.343487742031696,4.723908997938149,,5.285776686735567,5.625276750979045,4.537759547649552,,4.888212312611096,5.1666589875880895,4.770128608030108,5.516646721462142,5.147513162572137,5.014545128899785,5.022442319280657,5.42480637287404,5.404453092349651,6.038163291892587,5.923436484649523,5.772101896831138,5.5935329159087885,5.663017837584286,6.276681743307608,6.478606334944849,0.5476008900785068,0.689443773864585,0.3783399066177182,FALSE,0.6286074101014167,0.03172751218212514,0.111916303090081,1.215327899507841,FALSE,2.845811357162137,"nucleotide binding;catalytic activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding",,nuclear envelope;endoplasmic reticulum;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Tor1a,Q9ER39,Q9ER39,Torsin-1A,37829.87,12,30,100,5,4.265752946286906,4.63757175233989,4.699697143844219,4.15586438771873,4.581243612002195,5.081960686900024,4.175781604603189,4.900737114279979,4.103536102475177,4.004697445564362,4.144012464511821,4.005358817549829,4.335593167085456,4.702861634054547,5.538041119791514,4.606004023218106,4.7069960170231155,4.515915027978786,4.558591091027432,5.325599033784093,4.391384549407667,4.144515418452133,4.075194798920327,4.786552911938404,3.8859088627987393,3.887149946484047,4.239063544394016,4.764233505505998,4.424989311684251,4.9641296610809595,4.513802037345752,5.403531286220957,4.502803160077815,4.621026417586899,5.401940657129632,5.480501913484814,0.09633520843897048,0.22757722734027,0.43394419755731306,FALSE,1.883925113815935,0.19627811196702927,0.330750982403156,0.3822635430558048,FALSE,1.4181937139570413,"nucleotide binding;catalytic activity;binding;protein binding;ATP binding;cytoskeletal protein binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;kinesin binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;identical protein binding;misfolded protein binding",protein folding;protein modification process;proteolysis;transport;cellular component movement;response to stress;response to oxidative stress;organelle organization;cytoskeleton organization;cell adhesion;metabolic process;catabolic process;cellular process;cellular component organization;cellular membrane organization;vesicle-mediated transport;protein metabolic process;biological adhesion;locomotion;response to chemical stimulus;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cell motility;response to stimulus;regulation of transport;localization;establishment of localization;proteolysis involved in cellular protein catabolic process;cellular localization;membrane organization;biological regulation;protein modification by small protein conjugation or removal,nucleus;nuclear envelope;cytoplasm;endoplasmic reticulum;cytoskeleton;membrane;cytoplasmic membrane-bounded vesicle;site of polarized growth;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;cell part,
