gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20747.Quantity.log2,D14.20748.Quantity.log2,D14.20749.Quantity.log2,D14.20750.Quantity.log2,D14.20751.Quantity.log2,D21.20752.Quantity.log2,D21.20753.Quantity.log2,D21.20754.Quantity.log2,D21.20755.Quantity.log2,D21.20756.Quantity.log2,M03.20757.Quantity.log2,M03.20758.Quantity.log2,M03.20759.Quantity.log2,M03.20760.Quantity.log2,M03.20761.Quantity.log2,M06.20762.Quantity.log2,M06.20763.Quantity.log2,M06.20764.Quantity.log2,M06.20765.Quantity.log2,M06.20766.Quantity.log2,M12.20768.Quantity.log2,M12.20769.Quantity.log2,M12.20770.Quantity.log2,M12.20771.Quantity.log2,M12.20772.Quantity.log2,M18.20775b.Quantity.log2,M18.20776-40ul.Quantity.log2,M18.20777.Quantity.log2,M18.20778.Quantity.log2,M18.20779.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Rnf25,Q9QZR0,Q9QZR0,E3 ubiquitin-protein ligase RNF25,51226.53,12,30,100,5,5.786845897391107,5.818799544385486,5.5192885640669225,5.684350329747123,5.37923793073351,5.551823813708474,6.033290576695908,5.667063127194517,5.793397220781668,5.955289483863405,5.485189078420038,5.7454408590478065,5.862662894262597,5.707241685367785,5.936143487694412,5.8425087955548305,5.43418317526185,5.741131597323512,5.372872497629714,5.372800777116744,5.675454773002791,5.288399609309274,6.199476753375857,5.853187225000517,5.744603110538401,5.336084950511563,5.286734988964186,5.3373344353211705,5.4588694072638155,5.532891648036226,5.280359174082152,5.069395023887242,5.888590909218056,5.627386932924702,5.306865368414127,5.866880834098245,0.0684038283682799,0.156612951229236,-0.2675573333241843,FALSE,-2.121076188163357,0.8612873634071112,0.928839313478257,0.03253524964155119,FALSE,0.1826114288247716,"catalytic activity;ubiquitin-protein ligase activity;binding;protein binding;transcription factor binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;acid-amino acid ligase activity;small conjugating protein ligase activity;ion binding;cation binding;metal ion binding;NF-kappaB binding",translational elongation;regulation of translation;protein modification process;proteolysis;metabolic process;catabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;proteolysis involved in cellular protein catabolic process;biological regulation;protein modification by small protein conjugation or removal,nucleus;cytosol;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;cell part,
Numb,Q9QZS3,Q9QZS3,Protein numb homolog,70812.86,19,30,100,7.5,5.3897168989690005,5.014496703911366,5.495121202533231,5.545425904153829,5.772827851977317,5.801844028609429,5.719123900086969,5.192439114016641,5.641806903181293,5.475428421312129,4.919786156247965,5.025457945265245,4.7906337651376125,4.8693714998795805,5.418344200897252,4.968676108377139,5.074894064153025,5.329754602091355,5.987002859469037,5.64025133620414,5.443703150748599,5.371248881680838,5.567825901108649,5.741973831491662,5.328082522074265,5.717998384413733,5.217013106620288,5.617503000785469,6.219902323447134,5.677822745230757,6.131898083802936,5.650393537166684,6.1061042621115025,5.601690437292273,5.656653002921438,5.9943789035552495,0.634271349392671,0.73781820812574,0.1054043035642307,FALSE,0.4944829126430589,0.14089765640660337,0.348507991875476,0.3067228260761974,FALSE,1.6593991711324474,binding;protein binding;beta-catenin binding;alpha-catenin binding;cadherin binding;cell adhesion molecule binding,cell proliferation;anatomical structure morphogenesis;cellular process;cellular component organization;developmental process;cellular component morphogenesis;cell junction organization;anatomical structure development;cell division;biological regulation,cytoplasm;endosome;plasma membrane;membrane;cytoplasmic membrane-bounded vesicle;vesicle;cell projection;neuron projection;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part;apical part of cell,Notch signaling pathway
Nxt1,Q9QZV9,Q9QZV9,NTF2-related export protein 1,15846.81,7,30,100,4,4.488528145026329,4.5946416171786755,4.3511530268421605,4.440651386290504,4.676401216359618,4.364761851719668,4.462548327621559,3.829618226326536,5.1062429514010095,4.857816641517254,4.186414578265287,4.311786557161138,4.1905995071442605,5.065330501307182,4.3869649715680445,5.018526548712751,4.045574375520271,4.346572841150222,4.403812231731814,4.982679604897208,3.977126080911291,3.647168649905551,4.633024363719458,4.381158071264473,4.647017973846387,4.89488787271665,4.166138252268826,4.469338249751643,4.741913776356923,4.795688633317143,5.208927170103551,4.213226319549027,3.533682147393739,5.2278902909035,4.802337088357731,4.046673412394339,0.64880711007947,0.748719350815137,-0.1373751181841687,FALSE,-0.4741374262613406,0.969743878648878,0.985406996335122,0.01360882487750725,FALSE,0.03939877939759845,binding;protein binding;enzyme binding;small GTPase binding;GTPase binding,protein targeting;transport;nucleocytoplasmic transport;protein transport;nucleobase-containing compound transport;nuclear transport;establishment of localization,nucleus;nuclear pore;nucleoplasm;cytosol;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,Ribosome biogenesis in eukaryotes;RNA transport;mRNA surveillance pathway
Ctsf,Q9R013,Q9R013,Cathepsin F,51660.9,9,30,100,4,5.375183686027759,5.174845292781438,6.476058413984873,7.044339935136966,6.823902585271287,6.371207802694046,5.218022166669024,5.420550733259292,5.922530688545879,5.343534775490839,4.97128006617376,4.968491375331461,4.783856216263666,5.597668528758215,5.460191769276102,5.064018574277743,6.128586741803385,6.335110350416959,5.959673102446679,7.051605756809161,6.905316118448181,6.974470695404567,6.840030461816699,6.999516819830622,7.0603293185828235,7.34735238005012,6.761962030202775,6.921948142465927,6.437766801006314,6.537398054975018,7.460437897706403,6.0288156126323065,5.983254062066942,6.681531184103211,5.929958525274492,7.232479629393279,0.00394450575089721,0.0224688480911763,1.1008747279571145,TRUE,4.1413492328263315,0.7614321956867287,0.875054149586759,-0.10485061129082672,FALSE,-0.3144752410381805,"catalytic activity;endopeptidase activity;cysteine-type endopeptidase activity;peptidase activity;cysteine-type peptidase activity;hydrolase activity;peptidase activity, acting on L-amino acid peptides",proteolysis;metabolic process;protein metabolic process;macromolecule metabolic process;primary metabolic process;proteolysis involved in cellular protein catabolic process,extracellular space;lysosome;vacuole;endoplasmic reticulum;plasma membrane;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Lysosome
Amfr,Q9R049,Q9R049,E3 ubiquitin-protein ligase AMFR,73105.19,4,30,100,3,5.378665735976587,5.581987497076303,7.572470743929628,7.488915633804704,7.688652161503072,7.702343202678999,5.160247677131643,5.950881650853269,4.412149472585826,5.559287340372357,5.810762538939841,5.390747825412515,5.3446135487146,5.475750250385131,5.855326558457193,5.84349930241207,7.843802905037405,7.396176853466212,7.870185305534089,7.172833237648786,7.579355417961653,7.646446865383411,8.212747504101724,7.0024428360370266,7.194416464712347,7.388524498789017,6.7249178508812495,7.53577169899413,8.20527750168266,7.376869127451784,8.600424628505536,8.660494640081971,9.140138423176314,8.268598822750874,5.709141041981273,6.733343085404562,4.5384738489862285e-4,0.00543788337240601,2.193805007953041,TRUE,7.152141168865284,0.8516849423957126,0.923887505649145,0.1298724587493707,FALSE,0.1983900034952349,"nucleotide binding;catalytic activity;ubiquitin-protein ligase activity;signal transducer activity;receptor activity;binding;protein binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;acid-amino acid ligase activity;small conjugating protein ligase activity;protein binding, bridging;small conjugating protein binding;ubiquitin-ubiquitin ligase activity;signaling receptor activity;identical protein binding;ubiquitin binding;ion binding;cation binding;metal ion binding;chaperone binding;molecular transducer activity;binding, bridging",protein modification process;proteolysis;response to stress;signal transduction;behavior;metabolic process;catabolic process;cellular process;protein metabolic process;multicellular organismal process;response to chemical stimulus;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;neurological system process;response to stimulus;proteolysis involved in cellular protein catabolic process;biological regulation;protein modification by small protein conjugation or removal,ubiquitin ligase complex;endoplasmic reticulum;Golgi apparatus;cytosol;plasma membrane;membrane;site of polarized growth;macromolecular complex;cell projection;neuron projection;neuronal cell body;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell body;cell part,Protein processing in endoplasmic reticulum
Fhl3,Q9R059,Q9R059,Four and a half LIM domains protein 3,31794.56,7,30,100,5,6.406273518690101,6.601738689449104,6.64973113030967,6.812046030486758,6.430615036793105,6.51189925778135,6.13253989318528,6.382810150554011,6.340300399723025,6.627598560675537,6.5481185893126534,6.720151554723407,6.485745917973036,6.413387113041552,6.695743571514113,6.693665289993414,6.422186703237342,6.774217001198065,6.518713538491498,6.891299596928751,6.6422388116926925,6.480048844132904,6.874487160346875,7.171907325033804,6.702379541920966,6.8314072809992386,6.180648411712298,6.447415854543434,6.242848462489668,6.619892854464967,6.662269600755157,6.691250773573332,6.3994302280235855,6.414774384827128,6.567756284359595,6.486284618123107,0.07860831969858535,0.172105020185153,0.24345761161956855,FALSE,2.0156008540521237,0.21269539206493848,0.433419830737012,-0.13783187252832008,FALSE,-1.3753105197130762,protein binding transcription factor activity;transcription factor binding transcription factor activity;transcription cofactor activity;actin binding;binding;protein binding;cytoskeletal protein binding;ion binding;cation binding;metal ion binding,organelle organization;cytoskeleton organization;cellular process;cellular component organization,nucleus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Nubp1,Q9R060,Q9R060,Cytosolic Fe-S cluster assembly factor NUBP1,34084.87,7,30,100,3,4.223770449833138,4.682257967197058,4.151814346725049,4.297414676289359,3.106291601789797,3.8432251179619983,5.081103373519707,3.1519844332067537,4.552735928745039,4.184157560562911,4.148870953131275,3.928307009422056,5.144725449412502,4.681028823230374,4.764348934499094,4.892879619421266,4.894769665173231,3.663541600574393,3.80992156701678,4.313182948367265,4.077655952493575,3.544210993514618,4.841493997894463,4.661560117712588,4.266367646293272,4.173440626031848,2.323391681328575,3.6096422778044857,1.2724333026211718,4.254012912389569,4.071977834805182,3.7825374701641543,4.421551362275914,4.537912127007032,2.680539378696592,3.7935852516662982,0.8563484770241582,0.903686645509168,-0.07195610310808931,FALSE,-0.18774107727044895,0.46012399712971974,0.670329073442284,-0.3085892287630503,FALSE,-0.7820711469980219,"nucleotide binding;catalytic activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding;iron-sulfur cluster binding;4 iron, 4 sulfur cluster binding;metal cluster binding",cellular ion homeostasis;metabolic process;biosynthetic process;cellular process;cellular component organization;cellular homeostasis;regulation of organelle organization;homeostatic process;cellular metabolic process;localization;cofactor metabolic process;organelle localization;cellular localization;regulation of cell cycle;biological regulation,nucleus;cytosol;plasma membrane;cilium;membrane;cell projection;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;cell part,
Gyg1,Q9R062,Q9R062,Glycogenin-1,37402.1,26,30,100,12.5,10.020410395987456,9.819374795734529,8.379416703422999,8.15711130527895,7.7654093356172895,8.081814339156836,9.99922776323812,9.833227519299657,10.327991413905654,10.016694219502176,9.92491106399167,9.689110324559296,9.732674960411227,9.8413269872738791,9.74506791375675,10.088693792671489,8.175910862575217,8.498218382226693,8.384866863299811,8.533926624882861,8.304160784130408,8.27687849965418,7.894880288485861,8.256208832525937,7.993241010081474,8.364347895647299,8.029280822945505,7.831137696325291,7.624089169073927,7.853190176284097,7.489348813457624,7.469647778645574,7.722194453941776,8.257750520877549,8.46403278327154,8.495446159047734,5.31982645034959e-7,1.16385980897093e-4,-1.6409936925644573,TRUE,-15.494831521328704,0.23003126846808053,0.453154814535014,-0.2976023642661634,FALSE,-1.3747093736342886,"catalytic activity;binding;protein binding;sugar binding;glucose binding;UDP-glycosyltransferase activity;glycogenin glucosyltransferase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups;manganese ion binding;carbohydrate binding;UDP-glucosyltransferase activity;identical protein binding;protein homodimerization activity;ion binding;cation binding;glucosyltransferase activity;metal ion binding;transition metal ion binding;protein dimerization activity;monosaccharide binding",carbohydrate metabolic process;polysaccharide metabolic process;generation of precursor metabolites and energy;energy reserve metabolic process;metabolic process;biosynthetic process;cellular process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,cytoplasm;cell part,
Bcam,Q9R069,Q9R069,Basal cell adhesion molecule,67670.11,30,30,100,13,8.002794121385756,7.646387814973093,7.976406012685385,8.117696755478198,8.491084579710666,8.807057717554448,8.084303969219441,8.295196217314334,7.9357647610756326,7.925969348434104,7.772736310885272,7.813989279803128,7.871680524550851,7.611470634120457,7.590915020800005,7.343883615591029,8.113201336334859,7.971739998207863,8.062407867929185,7.920657245017685,7.814023615937327,8.332526813871695,8.35656990955488,8.035965116515628,7.955256665228449,7.908165272220346,8.668846905875196,8.11438781206325,8.651291194359205,8.156336183606687,8.86456080264899,8.941626790617974,8.982700317870298,8.883666606755408,8.61161944089171,8.615675431636856,0.8051770560378719,0.868867531972179,-0.02638810870037122,FALSE,-0.2568671271361901,6.0943505119792614e-5,0.00693953872828553,0.8306517048690631,TRUE,8.630679817348529,receptor activity;laminin receptor activity;binding;protein binding;laminin binding;extracellular matrix binding,cell adhesion;cellular process;biological adhesion,plasma membrane;cell surface;membrane;cell part,
Prkab1,Q9R078,Q9R078,5'-AMP-activated protein kinase subunit beta-1,30308.22,5,28,93.3,3,3.0458529630322704,2.978022855577958,3.2101028493328267,3.325988412859315,3.84827900571184,3.514134084588494,3.516380541009996,2.6712204478346533,,3.2422370402094023,2.75357382307503,2.840506434784386,2.2773887202689806,2.8830362588802982,3.4366366996994806,3.452546164256645,,2.6711942033908063,3.8013783981477287,3.332015098002952,3.0358236977898194,2.621678095531857,3.170668080841618,3.0087488335893475,3.977965769216863,3.85088128511689,4.159179815248315,3.4273388064123247,3.80825632087056,3.871737199538719,3.97488288648928,2.8434791749799087,3.388468004562194,4.342230825094535,3.0849951887767055,3.911497229529128,0.9431848656306132,0.963075713272262,-0.02117766220013628,FALSE,-0.07386390281555882,0.2466512110291488,0.472552270883976,0.45358606468421847,FALSE,1.251785247196747,"catalytic activity;protein kinase activity;protein serine/threonine kinase activity;AMP-activated protein kinase activity;binding;protein binding;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;enzyme binding;kinase binding;protein kinase binding",organic acid metabolic process;lipid metabolic process;cell communication;signal transduction;metabolic process;biosynthetic process;response to external stimulus;cellular process;response to extracellular stimulus;developmental process;cellular ketone metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process;anatomical structure development;response to stimulus;biological regulation,nucleus;cytoplasm;cytosol;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,Insulin signaling pathway;Adipocytokine signaling pathway;Hypertrophic cardiomyopathy (HCM)
Hgfac,Q9R098,Q9R098,Hepatocyte growth factor activator,70567.81,8,30,100,5,5.124292307137511,5.153912108397195,5.540265960462259,5.554082804467327,5.6468458069548335,5.509039449707586,5.213061044540743,5.078894156538917,5.420072909702947,4.842917985799888,5.066515439105061,5.639163262538309,4.960108107072469,5.069934992850594,5.016999514408163,5.083354665116442,5.456904952229545,5.376169648054259,5.785120863870901,5.682843532325075,5.400290805831514,6.274337911105498,5.404462837575817,5.6094913506722675,5.0952502031339035,5.386871719849146,5.874700556729796,5.726536869095928,5.97631116673985,5.719508520797524,4.937171921411069,4.945207782914443,6.173028508413951,5.578453660635277,5.565196349471761,5.2833109471025015,0.01084220269139809,0.0429831485222071,0.4159736533247482,TRUE,3.321477984485453,0.8914684937574585,0.942386458496099,-0.03122651075467253,FALSE,-0.14316671900601713,"catalytic activity;endopeptidase activity;serine-type endopeptidase activity;peptidase activity;serine-type peptidase activity;hydrolase activity;serine hydrolase activity;peptidase activity, acting on L-amino acid peptides",metabolic process;protein metabolic process;multicellular organismal process;macromolecule metabolic process;primary metabolic process;coagulation;regulation of body fluid levels;protein maturation;biological regulation,extracellular space;cytoplasm;endoplasmic reticulum;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Tbl2,Q9R099,Q9R099,Transducin beta-like protein 2,49583.66,37,30,100,12.5,5.579191757800453,5.3749324016827895,6.873393785557596,6.518030250654365,7.144378100569453,7.195167211771259,5.6203763470152355,5.650343900529831,5.4137714956201295,5.5774472687801415,5.634019777056928,4.998215092253163,5.188103291321459,5.534033882542254,5.404349399066664,5.749960343230405,7.087403597069018,6.2540147872209015,7.028388869392751,6.847925302667748,7.1492363714375635,7.2700461838436254,6.539288639222712,6.115569503004575,6.077137940605417,6.588108986595496,7.306946420708539,5.796493976954687,7.757293252319115,7.10439623657453,7.756760616290394,8.626740502377505,8.331136315560647,8.038199637389125,5.328327595042808,5.651432008486208,8.941682309745975e-4,0.0081889174269255,1.2942020277571429,TRUE,7.684252810494724,0.6771087826918714,0.823090951437367,0.3217734262136629,FALSE,0.4451734175186271,binding;protein binding;enzyme binding;kinase binding;protein kinase binding;translation initiation factor binding;phosphoprotein binding,response to stress;cell communication;signal transduction;response to external stimulus;cellular process;response to extracellular stimulus;response to chemical stimulus;response to starvation;response to stimulus;biological regulation,endoplasmic reticulum;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Pex14,Q9R0A0,Q9R0A0,Peroxisomal membrane protein PEX14,41207.55,5,29,96.7,2,4.710354413781018,4.719250624363729,5.8886695098405415,6.232265031186517,6.344191088016492,6.309350317671801,5.353293845817089,4.548024960037251,,3.9566367095075545,4.983462139762177,5.441744005468143,3.974452402243049,4.636848833927271,4.590316120796168,4.952891759384014,5.922312000427683,5.882206812092241,6.209683302053111,6.221051316276465,5.208094118353205,6.517051668789773,6.344585512447493,6.049214413259649,5.82788992817293,6.422583633262742,6.288727544357051,6.260048335950386,6.858453929196388,6.122543189340745,6.191182441237888,6.481149647954381,6.853121914405879,6.468665801691773,6.142283935942496,5.601530288364475,0.00575185800633321,0.0280100785188873,1.343594331871496,TRUE,3.956346490141705,0.17072537160746548,0.385935989325911,0.4206808078312596,FALSE,1.5075413753961888,"protein binding transcription factor activity;transcription factor binding transcription factor activity;transcription cofactor activity;transcription corepressor activity;receptor binding;transporter activity;binding;protein binding;microtubule binding;cytoskeletal protein binding;protein transmembrane transporter activity;protein transporter activity;tubulin binding;transmembrane transporter activity;macromolecule transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;protein binding, bridging;identical protein binding;beta-tubulin binding;binding, bridging",protein complex assembly;protein targeting;transport;response to stress;response to oxidative stress;organelle organization;cytoskeleton organization;peroxisome organization;cellular process;protein transport;cellular component organization;cellular component assembly;cellular macromolecular complex assembly;response to chemical stimulus;response to stimulus;establishment of localization;transmembrane transport;macromolecular complex assembly;biological regulation,peroxisome;membrane;macromolecular complex;microbody;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Peroxisome
Lamc3,Q9R0B6,Q9R0B6,Laminin subunit gamma-3,172322.37,29,13,43.3,8,4.437775449328868,4.1701907352085055,2.7777926361256116,,3.723540338747119,,4.031034967805017,4.403702642189363,5.0247306649355865,4.309273722635822,4.4201352490785535,4.204984048731464,4.3774628888473215,4.292485655976712,4.372226220261527,3.603794862225505,,,3.287476795266033,2.26810847698519,,,,,,,,,,,3.723540338747119,,,,,,0.0094224928342408,0.0393535672304022,-1.8499897023637213,TRUE,-4.039528476484952,,,,FALSE,,,cell morphogenesis;cell adhesion;anatomical structure morphogenesis;cellular process;cellular component organization;biological adhesion;multicellular organismal process;developmental process;cellular component morphogenesis;cell development;anatomical structure development;neurological system process,extracellular region,Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
Wdr54,Q9R0D8,Q9R0D8,WD repeat-containing protein 54,35612.61,4,20,66.7,2,4.598497125395649,4.280199807685483,3.2245491188439495,4.2082911374057215,4.180833519574787,,4.355548837189414,4.936098185971054,4.895519351274541,4.709041625431726,4.0962776271115064,4.11499854999186,3.8653861994545142,4.660962977224841,4.468416101029434,4.291235210726765,,,2.117392308762996,3.728076619337659,3.8281784284311944,3.745046878206586,4.869025020248855,5.094595128157955,3.68214817075474,3.6506404896604736,,,4.343348665830745,4.01831837331883,,,,,,,0.00712760224759659,0.0324866870961058,-1.5460638295887428,TRUE,-4.089808206702161,,,,FALSE,,binding;protein binding;identical protein binding;protein homodimerization activity;protein dimerization activity,anatomical structure morphogenesis;cellular process;cellular component organization;developmental process;cellular component morphogenesis;regulation of transport;biological regulation,vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Plod3,Q9R0E1,Q9R0E1,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,84922.37,30,30,100,6.5,8.28321257658982,7.9860651938654215,7.340193599028301,7.261592115462113,7.296050656680056,7.2546236821162555,8.458308729174432,8.303704533902742,8.237200622651057,8.035468831770917,8.381380165449947,7.875624316170758,8.137728365726982,8.070375012312102,7.92220273469201,7.92439554042526,7.353419851309746,7.454440626770992,7.306682810291185,7.290737034729939,7.295687672039643,7.087166919810643,7.337032070735502,7.176297045024071,7.321099037929637,7.386365503810719,7.486337409001939,7.573275158660478,7.134983529420735,7.144019157191128,7.141638029126004,7.2931054895459395,7.328633980432633,7.048525122167033,7.07066604600574,7.53218777242993,4.222250124221077e-5,0.00119126878854777,-0.9430189775615192,TRUE,-12.025596765328304,0.4079151197286672,0.627619620910944,-0.08556991691204541,FALSE,-0.9042641057427516,"catalytic activity;binding;iron ion binding;UDP-glycosyltransferase activity;galactosyltransferase activity;procollagen-lysine 5-dioxygenase activity;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups;vitamin binding;carboxylic acid binding;L-ascorbic acid binding;procollagen glucosyltransferase activity;UDP-galactosyltransferase activity;ion binding;cation binding;glucosyltransferase activity;metal ion binding;transition metal ion binding;procollagen galactosyltransferase activity;peptidyl-lysine 5-dioxygenase activity",cell morphogenesis;circulatory system process;carbohydrate metabolic process;organic acid metabolic process;protein modification process;protein glycosylation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;amine metabolic process;anatomical structure morphogenesis;embryo development;cellular process;cellular component organization;peptidyl-amino acid modification;protein metabolic process;cellular component assembly;extracellular matrix organization;multicellular organismal process;developmental process;cellular component morphogenesis;cellular nitrogen compound metabolic process;cellular ketone metabolic process;extracellular structure organization;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;small molecule metabolic process;anatomical structure development;localization;biological regulation,extracellular space;endoplasmic reticulum;Golgi apparatus;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Lysine degradation;Other types of O-glycan biosynthesis
Plod1,Q9R0E2,Q9R0E2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",83595.07,37,30,100,8.5,8.005455759664716,7.311693494158222,6.544424240524338,6.585319932764844,6.712924258170922,6.672048483095606,8.017781665253606,7.860559046833616,7.694599447300863,8.14482578674467,8.309512852190824,6.835660316436354,7.2051551747129405,7.616541216054403,7.599817067720856,7.301293695866556,6.558777560960221,6.493413640462287,6.618622200986282,6.364059959886963,6.687247840325935,6.6732068352566625,6.409847196678419,6.7523405234893685,6.705228859221521,6.385976249178252,7.106363095399209,6.651450950550924,6.609453700965881,6.760300876203737,6.437052667734859,6.122970929217618,6.813986540703098,6.59484703043944,6.769136863561015,7.059301051556862,1.941342330877097e-5,7.59437691953047e-4,-1.4610315191403789,TRUE,-12.114492578231474,0.47569007954326725,0.681728899640425,0.1276242425712688,FALSE,0.770846865148012,"catalytic activity;binding;iron ion binding;ferrous iron binding;procollagen-lysine 5-dioxygenase activity;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;vitamin binding;carboxylic acid binding;L-ascorbic acid binding;peptide binding;ion binding;cation binding;metal ion binding;transition metal ion binding;peptidyl-lysine 5-dioxygenase activity",protein modification process;response to stress;metabolic process;cellular process;peptidyl-amino acid modification;protein metabolic process;developmental process;response to chemical stimulus;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;anatomical structure development;response to stimulus,endoplasmic reticulum;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Lysine degradation
Acox1,Q9R0H0,Q9R0H0,Peroxisomal acyl-coenzyme A oxidase 1,74648.72,24,30,100,5.5,5.167261199593267,4.158473473768169,4.314176973529732,4.660798775872638,5.414299449458409,5.638883364825815,5.1266660368238455,4.857173755566878,4.959301918585127,5.234973510417322,5.658190776573159,4.2539889720214425,3.9783977379164175,4.141672950402115,4.428774700664283,3.9895330078365863,4.812418237106664,3.8032777965416535,3.3144644496767763,4.9339096956854105,4.706814688638158,4.691071609726203,4.561846238274151,4.843701232106993,4.847011262221212,4.360363537034629,5.822830451059855,4.601152456866328,5.34383428978812,5.363227094575064,5.940452955002675,5.562794060927262,5.7450459546875985,5.993792451239187,5.075049337324873,5.8177350199501525,0.05410895333496732,0.132687110763565,-0.853084226063535,FALSE,-2.445599275259135,0.01044123243959896,0.0884504887389819,1.3247063912960826,FALSE,3.7173345085274594,"catalytic activity;acyl-CoA oxidase activity;binding;fatty acid binding;protein binding;lipid binding;palmitoyl-CoA oxidase activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-CH group of donors;oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor;protein domain specific binding;PDZ domain binding;carboxylic acid binding;monocarboxylic acid binding;identical protein binding;protein homodimerization activity;protein dimerization activity;cofactor binding;flavin adenine dinucleotide binding;coenzyme binding;FAD binding",organic acid metabolic process;generation of precursor metabolites and energy;lipid metabolic process;organelle organization;metabolic process;catabolic process;biosynthetic process;cellular process;cellular component organization;multicellular organismal process;cellular ketone metabolic process;homeostatic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process;organelle fission;biological regulation,cytoplasm;mitochondrion;peroxisome;cytosol;membrane;microbody;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Fatty acid metabolism;alpha-Linolenic acid metabolism;Biosynthesis of unsaturated fatty acids;PPAR signaling pathway;Peroxisome
